date;heure;NO2;O3
;;microg/m3;microg/m3
12/06/2019;1;29;30
12/06/2019;2;18;37
12/06/2019;3;17;36
12/06/2019;4;21;31
12/06/2019;5;21;26
12/06/2019;6;40;8
12/06/2019;7;43;11
12/06/2019;8;36;23
12/06/2019;9;28;37
12/06/2019;10;22;48
12/06/2019;11;18;55
12/06/2019;12;16;56
12/06/2019;13;20;49
12/06/2019;14;23;47
12/06/2019;15;23;61
12/06/2019;16;22;63
12/06/2019;17;30;48
12/06/2019;18;30;44
12/06/2019;19;33;45
12/06/2019;20;36;36
12/06/2019;21;27;46
12/06/2019;22;21;46
12/06/2019;23;20;42
12/06/2019;24;17;44
13/06/2019;1;15;47
13/06/2019;2;17;40
13/06/2019;3;21;33
13/06/2019;4;27;22
13/06/2019;5;35;17
13/06/2019;6;42;17
13/06/2019;7;45;16
13/06/2019;8;34;33
13/06/2019;9;32;42
13/06/2019;10;27;48
13/06/2019;11;19;55
13/06/2019;12;15;60
13/06/2019;13;18;61
13/06/2019;14;n/d;61
13/06/2019;15;24;51
13/06/2019;16;24;53
13/06/2019;17;39;39
13/06/2019;18;34;50
13/06/2019;19;33;51
13/06/2019;20;30;51
13/06/2019;21;58;24
13/06/2019;22;75;6
13/06/2019;23;80;0
13/06/2019;24;73;0
14/06/2019;1;66;0
14/06/2019;2;62;0
14/06/2019;3;51;12
14/06/2019;4;32;25
14/06/2019;5;48;9
14/06/2019;6;67;7
14/06/2019;7;49;24
14/06/2019;8;28;45
14/06/2019;9;24;59
14/06/2019;10;20;65
14/06/2019;11;24;65
14/06/2019;12;18;78
14/06/2019;13;16;87
14/06/2019;14;14;91
14/06/2019;15;14;93
14/06/2019;16;13;96
14/06/2019;17;15;91
14/06/2019;18;19;88
14/06/2019;19;28;76
14/06/2019;20;29;69
14/06/2019;21;27;63
14/06/2019;22;28;60
14/06/2019;23;24;57
14/06/2019;24;21;53
15/06/2019;1;24;46
15/06/2019;2;25;43
15/06/2019;3;28;33
15/06/2019;4;22;27
15/06/2019;5;27;23
15/06/2019;6;30;21
15/06/2019;7;23;31
15/06/2019;8;14;52
15/06/2019;9;11;62
15/06/2019;10;9;71
15/06/2019;11;8;74
15/06/2019;12;7;76
15/06/2019;13;8;76
15/06/2019;14;7;80
15/06/2019;15;9;77
15/06/2019;16;11;75
15/06/2019;17;10;76
15/06/2019;18;13;76
15/06/2019;19;16;76
15/06/2019;20;14;76
15/06/2019;21;15;70
15/06/2019;22;17;61
15/06/2019;23;17;57
15/06/2019;24;14;54
16/06/2019;1;10;52
16/06/2019;2;10;49
16/06/2019;3;8;48
16/06/2019;4;9;47
16/06/2019;5;9;46
16/06/2019;6;9;43
16/06/2019;7;8;46
16/06/2019;8;6;48
16/06/2019;9;6;56
16/06/2019;10;6;58
16/06/2019;11;11;53
16/06/2019;12;9;54
16/06/2019;13;7;54
16/06/2019;14;6;57
16/06/2019;15;7;57
16/06/2019;16;8;58
16/06/2019;17;8;60
16/06/2019;18;11;59
16/06/2019;19;13;54
16/06/2019;20;19;48
16/06/2019;21;30;34
16/06/2019;22;51;14
16/06/2019;23;54;9
16/06/2019;24;52;10
17/06/2019;1;52;4
17/06/2019;2;55;0
17/06/2019;3;50;1
17/06/2019;4;48;0
17/06/2019;5;45;5
17/06/2019;6;49;8
17/06/2019;7;43;19
17/06/2019;8;33;31
17/06/2019;9;22;41
17/06/2019;10;12;55
17/06/2019;11;12;62
17/06/2019;12;10;72
17/06/2019;13;12;78
17/06/2019;14;9;88
17/06/2019;15;8;89
17/06/2019;16;9;87
17/06/2019;17;15;81
17/06/2019;18;16;74
17/06/2019;19;19;63
17/06/2019;20;26;50
17/06/2019;21;37;28
17/06/2019;22;62;11
17/06/2019;23;73;2
17/06/2019;24;67;1
18/06/2019;1;58;6
18/06/2019;2;47;11
18/06/2019;3;46;9
18/06/2019;4;24;22
18/06/2019;5;29;24
18/06/2019;6;43;14
18/06/2019;7;55;10
18/06/2019;8;56;17
18/06/2019;9;56;23
18/06/2019;10;49;40
18/06/2019;11;32;69
18/06/2019;12;13;105
18/06/2019;13;14;100
18/06/2019;14;14;106
18/06/2019;15;13;100
18/06/2019;16;12;99
18/06/2019;17;15;97
18/06/2019;18;16;94
18/06/2019;19;17;92
18/06/2019;20;22;81
18/06/2019;21;18;81
18/06/2019;22;20;73
18/06/2019;23;26;61
18/06/2019;24;17;64
19/06/2019;1;18;61
19/06/2019;2;21;49
19/06/2019;3;26;42
19/06/2019;4;23;48
19/06/2019;5;20;75
19/06/2019;6;31;61
19/06/2019;7;43;63
19/06/2019;8;36;78
19/06/2019;9;24;92
19/06/2019;10;22;87
19/06/2019;11;18;88
19/06/2019;12;12;86
19/06/2019;13;14;79
19/06/2019;14;13;79
19/06/2019;15;14;80
19/06/2019;16;14;79
19/06/2019;17;14;78
19/06/2019;18;15;72
19/06/2019;19;17;62
19/06/2019;20;16;57
19/06/2019;21;15;54
19/06/2019;22;19;50
19/06/2019;23;17;58
19/06/2019;24;18;54
20/06/2019;1;12;60
20/06/2019;2;8;68
20/06/2019;3;8;57
20/06/2019;4;10;52
20/06/2019;5;14;45
20/06/2019;6;21;36
20/06/2019;7;33;25
20/06/2019;8;29;27
20/06/2019;9;23;33
20/06/2019;10;17;42
20/06/2019;11;13;53
20/06/2019;12;11;59
20/06/2019;13;12;57
20/06/2019;14;13;56
20/06/2019;15;13;52
20/06/2019;16;14;54
20/06/2019;17;14;59
20/06/2019;18;15;66
20/06/2019;19;15;68
20/06/2019;20;20;67
20/06/2019;21;18;70
20/06/2019;22;20;64
20/06/2019;23;18;62
20/06/2019;24;17;58
21/06/2019;1;13;63
21/06/2019;2;13;60
21/06/2019;3;14;52
21/06/2019;4;15;49
21/06/2019;5;19;47
21/06/2019;6;25;46
21/06/2019;7;29;47
21/06/2019;8;27;49
21/06/2019;9;20;57
21/06/2019;10;20;61
21/06/2019;11;17;70
21/06/2019;12;15;77
21/06/2019;13;15;79
21/06/2019;14;14;83
21/06/2019;15;14;80
21/06/2019;16;12;81
21/06/2019;17;16;75
21/06/2019;18;14;74
21/06/2019;19;14;67
21/06/2019;20;17;62
21/06/2019;21;18;62
21/06/2019;22;17;57
21/06/2019;23;20;52
21/06/2019;24;19;49
22/06/2019;1;16;50
22/06/2019;2;14;51
22/06/2019;3;16;47
22/06/2019;4;18;44
22/06/2019;5;22;38
22/06/2019;6;25;35
22/06/2019;7;25;38
22/06/2019;8;23;48
22/06/2019;9;19;66
22/06/2019;10;12;79
22/06/2019;11;10;86
22/06/2019;12;9;95
22/06/2019;13;9;100
22/06/2019;14;9;107
22/06/2019;15;8;110
22/06/2019;16;8;108
22/06/2019;17;8;106
22/06/2019;18;10;102
22/06/2019;19;11;101
22/06/2019;20;12;98
22/06/2019;21;22;83
22/06/2019;22;31;75
22/06/2019;23;29;79
22/06/2019;24;36;69
23/06/2019;1;25;74
23/06/2019;2;19;79
23/06/2019;3;20;67
23/06/2019;4;19;70
23/06/2019;5;18;69
23/06/2019;6;18;70
23/06/2019;7;22;64
23/06/2019;8;18;74
23/06/2019;9;11;91
23/06/2019;10;9;92
23/06/2019;11;8;94
23/06/2019;12;9;96
23/06/2019;13;10;95
23/06/2019;14;9;96
23/06/2019;15;9;98
23/06/2019;16;10;96
23/06/2019;17;11;96
23/06/2019;18;15;92
23/06/2019;19;12;88
23/06/2019;20;22;70
23/06/2019;21;19;70
23/06/2019;22;22;60
23/06/2019;23;20;58
23/06/2019;24;20;54
24/06/2019;1;18;49
24/06/2019;2;20;43
24/06/2019;3;27;34
24/06/2019;4;16;49
24/06/2019;5;24;43
24/06/2019;6;34;33
24/06/2019;7;43;30
24/06/2019;8;38;n/d
24/06/2019;9;45;53
24/06/2019;10;33;78
24/06/2019;11;41;73
24/06/2019;12;48;86
24/06/2019;13;35;97
24/06/2019;14;25;111
24/06/2019;15;22;127
24/06/2019;16;19;111
24/06/2019;17;13;103
24/06/2019;18;14;102
24/06/2019;19;13;103
24/06/2019;20;16;94
24/06/2019;21;24;77
24/06/2019;22;22;71
24/06/2019;23;19;66
24/06/2019;24;16;65
25/06/2019;1;17;61
25/06/2019;2;16;59
25/06/2019;3;17;48
25/06/2019;4;34;32
25/06/2019;5;46;24
25/06/2019;6;57;15
25/06/2019;7;53;23
25/06/2019;8;44;34
25/06/2019;9;33;49
25/06/2019;10;24;73
25/06/2019;11;20;97
25/06/2019;12;19;106
25/06/2019;13;18;109
25/06/2019;14;13;110
25/06/2019;15;14;111
25/06/2019;16;15;110
25/06/2019;17;13;114
25/06/2019;18;18;108
25/06/2019;19;19;108
25/06/2019;20;22;107
25/06/2019;21;31;96
25/06/2019;22;16;94
25/06/2019;23;16;96
25/06/2019;24;12;105
26/06/2019;1;14;93
26/06/2019;2;14;82
26/06/2019;3;12;78
26/06/2019;4;15;70
26/06/2019;5;28;60
26/06/2019;6;43;47
26/06/2019;7;41;56
26/06/2019;8;42;63
26/06/2019;9;31;83
26/06/2019;10;25;94
26/06/2019;11;20;109
26/06/2019;12;18;116
26/06/2019;13;11;121
26/06/2019;14;11;122
26/06/2019;15;9;124
26/06/2019;16;13;126
26/06/2019;17;17;125
26/06/2019;18;n/d;127
26/06/2019;19;n/d;132
26/06/2019;20;n/d;119
26/06/2019;21;n/d;110
26/06/2019;22;n/d;115
26/06/2019;23;n/d;122
26/06/2019;24;n/d;117
27/06/2019;1;n/d;99
27/06/2019;2;n/d;83
27/06/2019;3;n/d;74
27/06/2019;4;n/d;62
27/06/2019;5;26;56
27/06/2019;6;32;48
27/06/2019;7;32;49
27/06/2019;8;31;56
27/06/2019;9;25;72
27/06/2019;10;23;85
27/06/2019;11;23;96
27/06/2019;12;19;111
27/06/2019;13;19;121
27/06/2019;14;20;127
27/06/2019;15;19;126
27/06/2019;16;18;122
27/06/2019;17;19;115
27/06/2019;18;20;112
27/06/2019;19;19;104
27/06/2019;20;22;98
27/06/2019;21;27;97
27/06/2019;22;25;97
27/06/2019;23;20;100
27/06/2019;24;17;104
28/06/2019;1;16;104
28/06/2019;2;15;101
28/06/2019;3;15;97
28/06/2019;4;17;91
28/06/2019;5;27;79
28/06/2019;6;37;70
28/06/2019;7;36;71
28/06/2019;8;31;79
28/06/2019;9;26;90
28/06/2019;10;30;96
28/06/2019;11;29;112
28/06/2019;12;19;135
28/06/2019;13;14;143
28/06/2019;14;14;152
28/06/2019;15;15;155
28/06/2019;16;16;152
28/06/2019;17;15;150
28/06/2019;18;18;139
28/06/2019;19;18;118
28/06/2019;20;20;107
28/06/2019;21;28;91
28/06/2019;22;29;82
28/06/2019;23;21;93
28/06/2019;24;20;92
29/06/2019;1;21;84
29/06/2019;2;22;76
29/06/2019;3;24;74
29/06/2019;4;21;75
29/06/2019;5;34;56
29/06/2019;6;47;51
29/06/2019;7;46;61
29/06/2019;8;36;78
29/06/2019;9;38;95
29/06/2019;10;27;125
29/06/2019;11;17;142
29/06/2019;12;12;139
29/06/2019;13;13;146
29/06/2019;14;13;147
29/06/2019;15;15;133
29/06/2019;16;12;128
29/06/2019;17;15;127
29/06/2019;18;17;125
29/06/2019;19;21;116
29/06/2019;20;20;108
29/06/2019;21;26;90
29/06/2019;22;40;70
29/06/2019;23;39;66
29/06/2019;24;32;73
30/06/2019;1;47;52
30/06/2019;2;35;62
30/06/2019;3;13;98
30/06/2019;4;11;91
30/06/2019;5;11;82
30/06/2019;6;12;72
30/06/2019;7;11;72
30/06/2019;8;10;73
30/06/2019;9;10;73
30/06/2019;10;10;77
30/06/2019;11;10;91
30/06/2019;12;16;103
30/06/2019;13;16;116
30/06/2019;14;13;88
30/06/2019;15;15;74
30/06/2019;16;14;85
30/06/2019;17;16;88
30/06/2019;18;16;90
30/06/2019;19;16;84
30/06/2019;20;17;78
30/06/2019;21;16;67
30/06/2019;22;13;61
30/06/2019;23;10;55
30/06/2019;24;8;57
01/07/2019;1;6;60
01/07/2019;2;5;64
01/07/2019;3;5;60
01/07/2019;4;5;59
01/07/2019;5;9;55
01/07/2019;6;18;45
01/07/2019;7;24;43
01/07/2019;8;25;44
01/07/2019;9;27;46
01/07/2019;10;26;45
01/07/2019;11;21;54
01/07/2019;12;18;61
01/07/2019;13;14;69
01/07/2019;14;13;74
01/07/2019;15;13;76
01/07/2019;16;14;83
01/07/2019;17;18;78
01/07/2019;18;15;84
01/07/2019;19;15;85
01/07/2019;20;15;75
01/07/2019;21;12;66
01/07/2019;22;10;65
01/07/2019;23;9;62
01/07/2019;24;8;66
02/07/2019;1;6;66
02/07/2019;2;6;66
02/07/2019;3;8;63
02/07/2019;4;10;60
02/07/2019;5;21;48
02/07/2019;6;31;40
02/07/2019;7;35;43
02/07/2019;8;19;63
02/07/2019;9;16;67
02/07/2019;10;11;77
02/07/2019;11;13;81
02/07/2019;12;11;87
02/07/2019;13;10;91
02/07/2019;14;12;90
02/07/2019;15;13;97
02/07/2019;16;12;101
02/07/2019;17;13;97
02/07/2019;18;12;96
02/07/2019;19;12;99
02/07/2019;20;15;100
02/07/2019;21;16;94
02/07/2019;22;20;83
02/07/2019;23;14;74
02/07/2019;24;13;65
03/07/2019;1;15;57
03/07/2019;2;12;55
03/07/2019;3;12;50
03/07/2019;4;16;44
03/07/2019;5;25;32
03/07/2019;6;31;28
03/07/2019;7;27;36
03/07/2019;8;23;43
03/07/2019;9;21;54
03/07/2019;10;20;71
03/07/2019;11;15;91
03/07/2019;12;11;103
03/07/2019;13;11;107
03/07/2019;14;n/d;106
03/07/2019;15;n/d;107
03/07/2019;16;n/d;107
03/07/2019;17;n/d;105
03/07/2019;18;n/d;104
03/07/2019;19;n/d;96
03/07/2019;20;n/d;94
03/07/2019;21;n/d;91
03/07/2019;22;n/d;86
03/07/2019;23;n/d;85
03/07/2019;24;n/d;81
04/07/2019;1;n/d;78
04/07/2019;2;n/d;76
04/07/2019;3;n/d;70
04/07/2019;4;n/d;62
04/07/2019;5;n/d;48
04/07/2019;6;n/d;41
04/07/2019;7;n/d;46
04/07/2019;8;n/d;48
04/07/2019;9;n/d;51
04/07/2019;10;n/d;66
04/07/2019;11;n/d;89
04/07/2019;12;n/d;107
04/07/2019;13;n/d;116
04/07/2019;14;n/d;122
04/07/2019;15;15;124
04/07/2019;16;17;120
04/07/2019;17;19;114
04/07/2019;18;18;103
04/07/2019;19;18;101
04/07/2019;20;21;95
04/07/2019;21;27;80
04/07/2019;22;35;73
04/07/2019;23;31;70
04/07/2019;24;29;75
05/07/2019;1;21;81
05/07/2019;2;21;80
05/07/2019;3;19;73
05/07/2019;4;20;66
05/07/2019;5;29;54
05/07/2019;6;45;43
05/07/2019;7;59;43
05/07/2019;8;52;64
05/07/2019;9;32;90
05/07/2019;10;26;97
05/07/2019;11;25;102
05/07/2019;12;20;110
05/07/2019;13;19;117
05/07/2019;14;20;124
05/07/2019;15;23;119
05/07/2019;16;26;111
05/07/2019;17;26;108
05/07/2019;18;24;116
05/07/2019;19;24;111
05/07/2019;20;29;96
05/07/2019;21;33;93
05/07/2019;22;37;76
05/07/2019;23;38;65
05/07/2019;24;38;65
06/07/2019;1;26;78
06/07/2019;2;22;74
06/07/2019;3;22;71
06/07/2019;4;26;62
06/07/2019;5;31;54
06/07/2019;6;36;50
06/07/2019;7;38;56
06/07/2019;8;41;64
06/07/2019;9;42;75
06/07/2019;10;43;86
06/07/2019;11;37;114
06/07/2019;12;24;155
06/07/2019;13;18;166
06/07/2019;14;13;159
06/07/2019;15;13;149
06/07/2019;16;12;138
06/07/2019;17;13;134
06/07/2019;18;16;130
06/07/2019;19;16;123
06/07/2019;20;14;103
06/07/2019;21;15;85
06/07/2019;22;15;81
06/07/2019;23;16;84
06/07/2019;24;18;86
07/07/2019;1;17;80
07/07/2019;2;17;70
07/07/2019;3;16;60
07/07/2019;4;14;51
07/07/2019;5;14;46
07/07/2019;6;17;42
07/07/2019;7;17;42
07/07/2019;8;16;45
07/07/2019;9;17;55
07/07/2019;10;18;69
07/07/2019;11;12;84
07/07/2019;12;12;95
07/07/2019;13;11;108
07/07/2019;14;10;108
07/07/2019;15;10;102
07/07/2019;16;11;90
07/07/2019;17;12;76
07/07/2019;18;12;69
07/07/2019;19;15;61
07/07/2019;20;17;52
07/07/2019;21;14;53
07/07/2019;22;14;52
07/07/2019;23;13;58
07/07/2019;24;13;64
08/07/2019;1;8;63
08/07/2019;2;9;58
08/07/2019;3;8;58
08/07/2019;4;9;54
08/07/2019;5;15;50
08/07/2019;6;30;36
08/07/2019;7;27;41
08/07/2019;8;20;54
08/07/2019;9;11;69
08/07/2019;10;9;74
08/07/2019;11;8;80
08/07/2019;12;8;83
08/07/2019;13;8;90
08/07/2019;14;8;92
08/07/2019;15;8;94
08/07/2019;16;9;93
08/07/2019;17;9;95
08/07/2019;18;11;96
08/07/2019;19;12;93
08/07/2019;20;12;90
08/07/2019;21;14;82
08/07/2019;22;15;78
08/07/2019;23;17;71
08/07/2019;24;16;68
09/07/2019;1;10;70
09/07/2019;2;7;69
09/07/2019;3;7;65
09/07/2019;4;10;59
09/07/2019;5;21;45
09/07/2019;6;29;38
09/07/2019;7;26;42
09/07/2019;8;25;47
09/07/2019;9;15;64
09/07/2019;10;10;77
09/07/2019;11;11;76
09/07/2019;12;11;81
09/07/2019;13;11;85
09/07/2019;14;13;87
09/07/2019;15;11;90
09/07/2019;16;11;90
09/07/2019;17;12;89
09/07/2019;18;14;89
09/07/2019;19;13;92
09/07/2019;20;17;86
09/07/2019;21;19;83
09/07/2019;22;26;79
09/07/2019;23;23;84
09/07/2019;24;16;88
10/07/2019;1;15;89
10/07/2019;2;16;86
10/07/2019;3;14;82
10/07/2019;4;16;76
10/07/2019;5;33;54
10/07/2019;6;54;38
10/07/2019;7;65;37
10/07/2019;8;53;57
10/07/2019;9;30;83
10/07/2019;10;22;91
10/07/2019;11;18;95
10/07/2019;12;20;91
10/07/2019;13;18;97
10/07/2019;14;16;109
10/07/2019;15;17;118
10/07/2019;16;17;120
10/07/2019;17;21;115
10/07/2019;18;27;103
10/07/2019;19;27;102
10/07/2019;20;23;112
10/07/2019;21;26;103
10/07/2019;22;28;93
10/07/2019;23;31;80
10/07/2019;24;44;64
11/07/2019;1;62;39
11/07/2019;2;55;41
11/07/2019;3;39;60
11/07/2019;4;45;43
11/07/2019;5;48;42
11/07/2019;6;80;14
11/07/2019;7;100;4
11/07/2019;8;110;8
11/07/2019;9;93;21
11/07/2019;10;74;40
11/07/2019;11;36;82
11/07/2019;12;22;108
11/07/2019;13;14;119
11/07/2019;14;15;110
11/07/2019;15;22;99
11/07/2019;16;27;88
11/07/2019;17;17;99
11/07/2019;18;22;97
11/07/2019;19;22;97
11/07/2019;20;20;98
11/07/2019;21;17;103
11/07/2019;22;14;103
11/07/2019;23;19;95
11/07/2019;24;17;96
12/07/2019;1;13;91
12/07/2019;2;8;77
12/07/2019;3;7;74
12/07/2019;4;9;60
12/07/2019;5;18;45
12/07/2019;6;23;31
12/07/2019;7;25;30
12/07/2019;8;23;32
12/07/2019;9;20;41
12/07/2019;10;16;52
12/07/2019;11;12;61
12/07/2019;12;11;68
12/07/2019;13;11;71
12/07/2019;14;10;66
12/07/2019;15;12;66
12/07/2019;16;13;61
12/07/2019;17;12;64
12/07/2019;18;14;65
12/07/2019;19;12;61
12/07/2019;20;12;65
12/07/2019;21;14;67
12/07/2019;22;13;64
12/07/2019;23;13;62
12/07/2019;24;10;68
13/07/2019;1;11;61
13/07/2019;2;12;59
13/07/2019;3;10;59
13/07/2019;4;13;53
13/07/2019;5;21;41
13/07/2019;6;26;38
13/07/2019;7;22;47
13/07/2019;8;14;55
13/07/2019;9;13;62
13/07/2019;10;10;72
13/07/2019;11;7;81
13/07/2019;12;7;83
13/07/2019;13;8;85
13/07/2019;14;7;83
13/07/2019;15;7;81
13/07/2019;16;7;80
13/07/2019;17;7;79
13/07/2019;18;9;74
13/07/2019;19;10;72
13/07/2019;20;11;72
13/07/2019;21;13;64
13/07/2019;22;13;62
13/07/2019;23;12;59
13/07/2019;24;11;59
14/07/2019;1;11;60
14/07/2019;2;10;59
14/07/2019;3;10;59
14/07/2019;4;9;57
14/07/2019;5;10;55
14/07/2019;6;9;55
14/07/2019;7;8;54
14/07/2019;8;6;58
14/07/2019;9;6;61
14/07/2019;10;6;64
14/07/2019;11;7;65
14/07/2019;12;7;66
14/07/2019;13;7;63
14/07/2019;14;9;64
14/07/2019;15;9;70
14/07/2019;16;7;73
14/07/2019;17;8;71
14/07/2019;18;9;69
14/07/2019;19;11;65
14/07/2019;20;12;62
14/07/2019;21;10;61
14/07/2019;22;11;57
14/07/2019;23;12;53
14/07/2019;24;13;48
15/07/2019;1;11;48
15/07/2019;2;10;47
15/07/2019;3;10;46
15/07/2019;4;11;46
15/07/2019;5;15;43
15/07/2019;6;22;36
15/07/2019;7;23;36
15/07/2019;8;24;37
15/07/2019;9;20;46
15/07/2019;10;16;57
15/07/2019;11;13;67
15/07/2019;12;12;76
15/07/2019;13;10;82
15/07/2019;14;9;88
15/07/2019;15;10;90
15/07/2019;16;10;92
15/07/2019;17;10;94
15/07/2019;18;12;91
15/07/2019;19;13;93
15/07/2019;20;16;78
15/07/2019;21;16;62
15/07/2019;22;17;53
15/07/2019;23;22;47
15/07/2019;24;21;48
16/07/2019;1;15;54
16/07/2019;2;14;53
16/07/2019;3;18;43
16/07/2019;4;19;43
16/07/2019;5;23;41
16/07/2019;6;38;25
16/07/2019;7;37;33
16/07/2019;8;20;55
16/07/2019;9;21;58
16/07/2019;10;20;65
16/07/2019;11;19;68
16/07/2019;12;22;72
16/07/2019;13;19;84
16/07/2019;14;18;95
16/07/2019;15;19;104
16/07/2019;16;22;114
16/07/2019;17;22;116
16/07/2019;18;24;113
16/07/2019;19;21;107
16/07/2019;20;22;96
16/07/2019;21;22;83
16/07/2019;22;22;76
16/07/2019;23;22;70
16/07/2019;24;15;73
17/07/2019;1;16;67
17/07/2019;2;14;64
17/07/2019;3;18;58
17/07/2019;4;23;50
17/07/2019;5;53;17
17/07/2019;6;59;23
17/07/2019;7;42;42
17/07/2019;8;42;50
17/07/2019;9;36;64
17/07/2019;10;33;72
17/07/2019;11;22;98
17/07/2019;12;20;115
17/07/2019;13;13;121
17/07/2019;14;11;124
17/07/2019;15;12;122
17/07/2019;16;15;107
17/07/2019;17;15;99
17/07/2019;18;17;98
17/07/2019;19;20;99
17/07/2019;20;23;88
17/07/2019;21;21;92
17/07/2019;22;18;91
17/07/2019;23;16;81
17/07/2019;24;14;83
18/07/2019;1;13;78
18/07/2019;2;14;69
18/07/2019;3;13;70
18/07/2019;4;10;69
18/07/2019;5;17;61
18/07/2019;6;27;51
18/07/2019;7;33;48
18/07/2019;8;33;49
18/07/2019;9;31;51
18/07/2019;10;22;58
18/07/2019;11;15;71
18/07/2019;12;10;77
18/07/2019;13;10;79
18/07/2019;14;10;82
18/07/2019;15;10;74
18/07/2019;16;14;51
18/07/2019;17;15;47
18/07/2019;18;19;43
18/07/2019;19;22;39
18/07/2019;20;17;41
18/07/2019;21;15;31
18/07/2019;22;11;33
18/07/2019;23;11;31
18/07/2019;24;12;29
19/07/2019;1;12;26
19/07/2019;2;9;28
19/07/2019;3;7;32
19/07/2019;4;10;29
19/07/2019;5;16;22
19/07/2019;6;21;20
19/07/2019;7;28;15
19/07/2019;8;25;23
19/07/2019;9;16;37
19/07/2019;10;14;46
19/07/2019;11;13;56
19/07/2019;12;9;69
19/07/2019;13;10;73
19/07/2019;14;10;76
19/07/2019;15;10;78
19/07/2019;16;10;79
19/07/2019;17;12;76
19/07/2019;18;12;75
19/07/2019;19;16;72
19/07/2019;20;17;66
19/07/2019;21;23;50
19/07/2019;22;30;42
19/07/2019;23;53;19
19/07/2019;24;58;18
20/07/2019;1;62;10
20/07/2019;2;73;2
20/07/2019;3;70;2
20/07/2019;4;66;7
20/07/2019;5;54;15
20/07/2019;6;50;14
20/07/2019;7;40;23
20/07/2019;8;15;46
20/07/2019;9;11;53
20/07/2019;10;10;59
20/07/2019;11;9;54
20/07/2019;12;7;45
20/07/2019;13;8;46
20/07/2019;14;8;45
20/07/2019;15;9;46
20/07/2019;16;11;46
20/07/2019;17;10;44
20/07/2019;18;11;43
20/07/2019;19;11;40
20/07/2019;20;15;37
20/07/2019;21;19;29
20/07/2019;22;17;14
20/07/2019;23;22;15
20/07/2019;24;18;24
21/07/2019;1;16;28
21/07/2019;2;13;33
21/07/2019;3;10;36
21/07/2019;4;12;33
21/07/2019;5;13;32
21/07/2019;6;13;32
21/07/2019;7;11;37
21/07/2019;8;8;44
21/07/2019;9;9;47
21/07/2019;10;8;52
21/07/2019;11;7;57
21/07/2019;12;7;64
21/07/2019;13;6;69
21/07/2019;14;6;70
21/07/2019;15;8;69
21/07/2019;16;8;72
21/07/2019;17;10;74
21/07/2019;18;9;72
21/07/2019;19;9;70
21/07/2019;20;14;63
21/07/2019;21;19;56
21/07/2019;22;30;44
21/07/2019;23;37;40
21/07/2019;24;25;47
22/07/2019;1;17;47
22/07/2019;2;21;36
22/07/2019;3;13;39
22/07/2019;4;13;37
22/07/2019;5;24;30
22/07/2019;6;45;15
22/07/2019;7;52;15
22/07/2019;8;61;15
22/07/2019;9;50;37
22/07/2019;10;35;62
22/07/2019;11;18;87
22/07/2019;12;17;102
22/07/2019;13;18;119
22/07/2019;14;15;139
22/07/2019;15;14;157
22/07/2019;16;13;161
22/07/2019;17;14;151
22/07/2019;18;15;133
22/07/2019;19;15;122
22/07/2019;20;28;96
22/07/2019;21;38;83
22/07/2019;22;35;74
22/07/2019;23;41;63
22/07/2019;24;35;66
23/07/2019;1;26;71
23/07/2019;2;18;76
23/07/2019;3;13;76
23/07/2019;4;14;68
23/07/2019;5;23;60
23/07/2019;6;49;42
23/07/2019;7;65;33
23/07/2019;8;58;49
23/07/2019;9;42;79
23/07/2019;10;35;105
23/07/2019;11;18;124
23/07/2019;12;15;122
23/07/2019;13;11;122
23/07/2019;14;10;125
23/07/2019;15;11;130
23/07/2019;16;13;135
23/07/2019;17;12;135
23/07/2019;18;19;127
23/07/2019;19;25;107
23/07/2019;20;54;68
23/07/2019;21;65;55
23/07/2019;22;56;51
23/07/2019;23;42;64
23/07/2019;24;26;76
24/07/2019;1;20;89
24/07/2019;2;20;87
24/07/2019;3;16;83
24/07/2019;4;26;68
24/07/2019;5;70;25
24/07/2019;6;91;10
24/07/2019;7;81;25
24/07/2019;8;35;78
24/07/2019;9;38;97
24/07/2019;10;32;125
24/07/2019;11;26;151
24/07/2019;12;21;172
24/07/2019;13;18;175
24/07/2019;14;15;176
24/07/2019;15;14;151
24/07/2019;16;11;157
24/07/2019;17;12;163
24/07/2019;18;19;150
24/07/2019;19;31;125
24/07/2019;20;112;45
24/07/2019;21;85;94
24/07/2019;22;42;112
24/07/2019;23;33;100
24/07/2019;24;28;112
25/07/2019;1;25;107
25/07/2019;2;23;100
25/07/2019;3;22;103
25/07/2019;4;29;88
25/07/2019;5;70;41
25/07/2019;6;109;11
25/07/2019;7;115;20
25/07/2019;8;87;60
25/07/2019;9;79;89
25/07/2019;10;45;145
25/07/2019;11;27;181
25/07/2019;12;20;167
25/07/2019;13;12;144
25/07/2019;14;13;147
25/07/2019;15;12;140
25/07/2019;16;16;130
25/07/2019;17;17;134
25/07/2019;18;27;122
25/07/2019;19;37;107
25/07/2019;20;36;98
25/07/2019;21;23;104
25/07/2019;22;37;82
25/07/2019;23;38;74
25/07/2019;24;26;96
26/07/2019;1;18;97
26/07/2019;2;13;106
26/07/2019;3;11;103
26/07/2019;4;14;78
26/07/2019;5;16;54
26/07/2019;6;19;36
26/07/2019;7;21;33
26/07/2019;8;24;34
26/07/2019;9;28;32
26/07/2019;10;26;42
26/07/2019;11;22;64
26/07/2019;12;19;83
26/07/2019;13;16;97
