date;heure;NO2;O3
;;microg/m3;microg/m3
26/06/2017;21;18;62
26/06/2017;22;16;62
26/06/2017;23;21;55
26/06/2017;24;23;52
27/06/2017;1;14;57
27/06/2017;2;7;68
27/06/2017;3;9;62
27/06/2017;4;16;54
27/06/2017;5;25;47
27/06/2017;6;41;27
27/06/2017;7;56;16
27/06/2017;8;32;40
27/06/2017;9;28;45
27/06/2017;10;27;54
27/06/2017;11;27;59
27/06/2017;12;29;55
27/06/2017;13;54;29
27/06/2017;14;60;23
27/06/2017;15;47;37
27/06/2017;16;35;48
27/06/2017;17;51;35
27/06/2017;18;63;28
27/06/2017;19;51;32
27/06/2017;20;46;32
27/06/2017;21;28;44
27/06/2017;22;24;42
27/06/2017;23;24;36
27/06/2017;24;18;37
28/06/2017;1;10;36
28/06/2017;2;7;43
28/06/2017;3;8;42
28/06/2017;4;7;39
28/06/2017;5;14;35
28/06/2017;6;24;25
28/06/2017;7;22;20
28/06/2017;8;15;24
28/06/2017;9;15;30
28/06/2017;10;13;40
28/06/2017;11;14;45
28/06/2017;12;15;42
28/06/2017;13;n/d;n/d
28/06/2017;14;19;n/d
28/06/2017;15;23;33
28/06/2017;16;29;25
28/06/2017;17;21;45
28/06/2017;18;29;35
28/06/2017;19;26;31
28/06/2017;20;19;36
28/06/2017;21;13;36
28/06/2017;22;14;32
28/06/2017;23;27;19
28/06/2017;24;20;27
29/06/2017;1;10;40
29/06/2017;2;6;54
29/06/2017;3;6;57
29/06/2017;4;9;50
29/06/2017;5;21;40
29/06/2017;6;34;32
29/06/2017;7;24;37
29/06/2017;8;19;42
29/06/2017;9;16;50
29/06/2017;10;16;50
29/06/2017;11;14;56
29/06/2017;12;13;58
29/06/2017;13;15;57
29/06/2017;14;17;56
29/06/2017;15;27;47
29/06/2017;16;38;30
29/06/2017;17;30;37
29/06/2017;18;31;34
29/06/2017;19;28;39
29/06/2017;20;23;42
29/06/2017;21;14;49
29/06/2017;22;18;37
29/06/2017;23;19;31
29/06/2017;24;17;32
30/06/2017;1;13;37
30/06/2017;2;9;43
30/06/2017;3;13;39
30/06/2017;4;16;35
30/06/2017;5;23;28
30/06/2017;6;30;21
30/06/2017;7;33;21
30/06/2017;8;31;25
30/06/2017;9;24;36
30/06/2017;10;21;43
30/06/2017;11;25;35
30/06/2017;12;31;26
30/06/2017;13;32;24
30/06/2017;14;29;26
30/06/2017;15;17;48
30/06/2017;16;23;41
30/06/2017;17;37;35
30/06/2017;18;41;28
30/06/2017;19;29;34
30/06/2017;20;23;30
30/06/2017;21;25;26
30/06/2017;22;23;27
30/06/2017;23;20;32
30/06/2017;24;15;43
01/07/2017;1;11;53
01/07/2017;2;11;49
01/07/2017;3;11;40
01/07/2017;4;11;35
01/07/2017;5;14;27
01/07/2017;6;18;19
01/07/2017;7;19;15
01/07/2017;8;20;17
01/07/2017;9;20;19
01/07/2017;10;19;29
01/07/2017;11;19;41
01/07/2017;12;24;37
01/07/2017;13;19;40
01/07/2017;14;16;45
01/07/2017;15;13;49
01/07/2017;16;15;49
01/07/2017;17;14;56
01/07/2017;18;17;59
01/07/2017;19;18;61
01/07/2017;20;17;60
01/07/2017;21;20;56
01/07/2017;22;21;56
01/07/2017;23;17;54
01/07/2017;24;15;53
02/07/2017;1;14;52
02/07/2017;2;7;55
02/07/2017;3;8;46
02/07/2017;4;8;44
02/07/2017;5;8;41
02/07/2017;6;8;41
02/07/2017;7;11;38
02/07/2017;8;14;25
02/07/2017;9;15;18
02/07/2017;10;16;17
02/07/2017;11;17;14
02/07/2017;12;17;15
02/07/2017;13;12;19
02/07/2017;14;13;23
02/07/2017;15;11;39
02/07/2017;16;8;55
02/07/2017;17;12;56
02/07/2017;18;14;56
02/07/2017;19;14;56
02/07/2017;20;16;53
02/07/2017;21;22;47
02/07/2017;22;23;38
02/07/2017;23;30;29
02/07/2017;24;23;39
03/07/2017;1;13;42
03/07/2017;2;15;35
03/07/2017;3;17;35
03/07/2017;4;37;14
03/07/2017;5;36;15
03/07/2017;6;40;14
03/07/2017;7;46;16
03/07/2017;8;38;26
03/07/2017;9;34;32
03/07/2017;10;26;42
03/07/2017;11;25;40
03/07/2017;12;15;52
03/07/2017;13;12;63
03/07/2017;14;12;66
03/07/2017;15;13;69
03/07/2017;16;13;71
03/07/2017;17;14;66
03/07/2017;18;16;64
03/07/2017;19;20;60
03/07/2017;20;18;60
03/07/2017;21;18;64
03/07/2017;22;16;51
03/07/2017;23;16;46
03/07/2017;24;15;44
04/07/2017;1;12;41
04/07/2017;2;12;38
04/07/2017;3;13;35
04/07/2017;4;11;36
04/07/2017;5;22;23
04/07/2017;6;50;9
04/07/2017;7;46;13
04/07/2017;8;34;26
04/07/2017;9;31;32
04/07/2017;10;33;37
04/07/2017;11;28;52
04/07/2017;12;23;69
04/07/2017;13;18;91
04/07/2017;14;19;106
04/07/2017;15;16;124
04/07/2017;16;16;130
04/07/2017;17;18;128
04/07/2017;18;21;120
04/07/2017;19;17;122
04/07/2017;20;29;107
04/07/2017;21;36;99
04/07/2017;22;39;86
04/07/2017;23;50;64
04/07/2017;24;38;47
05/07/2017;1;18;49
05/07/2017;2;16;44
05/07/2017;3;25;29
05/07/2017;4;20;34
05/07/2017;5;26;26
05/07/2017;6;43;13
05/07/2017;7;49;12
05/07/2017;8;54;16
05/07/2017;9;61;22
05/07/2017;10;48;43
05/07/2017;11;18;89
05/07/2017;12;12;115
05/07/2017;13;15;130
05/07/2017;14;16;118
05/07/2017;15;13;121
05/07/2017;16;14;115
05/07/2017;17;21;108
05/07/2017;18;19;110
05/07/2017;19;20;106
05/07/2017;20;49;72
05/07/2017;21;61;60
05/07/2017;22;38;79
05/07/2017;23;40;74
05/07/2017;24;22;86
06/07/2017;1;17;78
06/07/2017;2;18;72
06/07/2017;3;17;68
06/07/2017;4;16;63
06/07/2017;5;38;37
06/07/2017;6;71;11
06/07/2017;7;76;8
06/07/2017;8;72;11
06/07/2017;9;70;15
06/07/2017;10;68;18
06/07/2017;11;79;21
06/07/2017;12;46;80
06/07/2017;13;45;82
06/07/2017;14;37;110
06/07/2017;15;29;138
06/07/2017;16;33;96
06/07/2017;17;30;102
06/07/2017;18;33;91
06/07/2017;19;41;79
06/07/2017;20;39;84
06/07/2017;21;35;80
06/07/2017;22;38;64
06/07/2017;23;43;51
06/07/2017;24;52;35
07/07/2017;1;61;20
07/07/2017;2;58;20
07/07/2017;3;35;46
07/07/2017;4;20;64
07/07/2017;5;25;67
07/07/2017;6;41;56
07/07/2017;7;59;46
07/07/2017;8;54;56
07/07/2017;9;43;77
07/07/2017;10;35;92
07/07/2017;11;25;108
07/07/2017;12;17;119
07/07/2017;13;17;126
07/07/2017;14;21;130
07/07/2017;15;17;132
07/07/2017;16;16;123
07/07/2017;17;18;119
07/07/2017;18;25;114
07/07/2017;19;27;108
07/07/2017;20;25;88
07/07/2017;21;23;74
07/07/2017;22;21;68
07/07/2017;23;26;56
07/07/2017;24;19;56
08/07/2017;1;18;49
08/07/2017;2;18;44
08/07/2017;3;13;51
08/07/2017;4;11;49
08/07/2017;5;15;41
08/07/2017;6;20;34
08/07/2017;7;15;35
08/07/2017;8;15;38
08/07/2017;9;14;43
08/07/2017;10;13;44
08/07/2017;11;14;57
08/07/2017;12;13;80
08/07/2017;13;12;97
08/07/2017;14;11;102
08/07/2017;15;13;103
08/07/2017;16;12;98
08/07/2017;17;11;97
08/07/2017;18;16;90
08/07/2017;19;16;85
08/07/2017;20;20;79
08/07/2017;21;16;82
08/07/2017;22;15;81
08/07/2017;23;20;78
08/07/2017;24;22;74
09/07/2017;1;13;79
09/07/2017;2;11;75
09/07/2017;3;11;72
09/07/2017;4;11;69
09/07/2017;5;11;66
09/07/2017;6;16;60
09/07/2017;7;15;64
09/07/2017;8;12;72
09/07/2017;9;12;83
09/07/2017;10;11;96
09/07/2017;11;9;105
09/07/2017;12;10;111
09/07/2017;13;12;105
09/07/2017;14;23;92
09/07/2017;15;11;98
09/07/2017;16;22;83
09/07/2017;17;23;84
09/07/2017;18;26;77
09/07/2017;19;41;67
09/07/2017;20;23;77
09/07/2017;21;18;76
09/07/2017;22;24;59
09/07/2017;23;27;50
09/07/2017;24;21;49
10/07/2017;1;18;40
10/07/2017;2;17;40
10/07/2017;3;15;35
10/07/2017;4;15;25
10/07/2017;5;22;15
10/07/2017;6;32;16
10/07/2017;7;32;17
10/07/2017;8;37;9
10/07/2017;9;37;14
10/07/2017;10;30;25
10/07/2017;11;22;42
10/07/2017;12;25;43
10/07/2017;13;19;49
10/07/2017;14;22;41
10/07/2017;15;28;34
10/07/2017;16;21;43
10/07/2017;17;28;38
10/07/2017;18;31;31
10/07/2017;19;34;21
10/07/2017;20;38;12
10/07/2017;21;37;6
10/07/2017;22;31;13
10/07/2017;23;23;22
10/07/2017;24;23;23
11/07/2017;1;25;22
11/07/2017;2;22;16
11/07/2017;3;22;18
11/07/2017;4;31;11
11/07/2017;5;37;4
11/07/2017;6;41;2
11/07/2017;7;47;4
11/07/2017;8;47;13
11/07/2017;9;48;15
11/07/2017;10;45;12
11/07/2017;11;18;37
11/07/2017;12;14;47
11/07/2017;13;13;58
11/07/2017;14;12;68
11/07/2017;15;14;70
11/07/2017;16;14;69
11/07/2017;17;15;67
11/07/2017;18;17;62
11/07/2017;19;21;57
11/07/2017;20;21;54
11/07/2017;21;26;46
11/07/2017;22;25;47
11/07/2017;23;14;55
11/07/2017;24;7;58
12/07/2017;1;9;50
12/07/2017;2;16;40
12/07/2017;3;11;42
12/07/2017;4;7;45
12/07/2017;5;14;37
12/07/2017;6;25;24
12/07/2017;7;28;19
12/07/2017;8;26;15
12/07/2017;9;18;23
12/07/2017;10;13;27
12/07/2017;11;10;32
12/07/2017;12;10;36
12/07/2017;13;12;32
12/07/2017;14;16;29
12/07/2017;15;23;28
12/07/2017;16;20;48
12/07/2017;17;18;58
12/07/2017;18;17;61
12/07/2017;19;18;58
12/07/2017;20;17;61
12/07/2017;21;21;55
12/07/2017;22;20;57
12/07/2017;23;17;56
12/07/2017;24;19;53
13/07/2017;1;10;58
13/07/2017;2;8;56
13/07/2017;3;8;54
13/07/2017;4;10;49
13/07/2017;5;17;41
13/07/2017;6;24;34
13/07/2017;7;33;24
13/07/2017;8;31;27
13/07/2017;9;30;29
13/07/2017;10;27;37
13/07/2017;11;24;49
13/07/2017;12;16;66
13/07/2017;13;16;72
13/07/2017;14;15;76
13/07/2017;15;15;82
13/07/2017;16;14;85
13/07/2017;17;19;77
13/07/2017;18;23;71
13/07/2017;19;23;65
13/07/2017;20;33;60
13/07/2017;21;30;56
13/07/2017;22;25;57
13/07/2017;23;34;43
13/07/2017;24;18;61
14/07/2017;1;20;54
14/07/2017;2;17;54
14/07/2017;3;13;59
14/07/2017;4;11;63
14/07/2017;5;14;61
14/07/2017;6;19;51
14/07/2017;7;18;54
14/07/2017;8;16;64
14/07/2017;9;15;72
14/07/2017;10;10;82
14/07/2017;11;8;76
14/07/2017;12;8;76
14/07/2017;13;8;67
14/07/2017;14;6;63
14/07/2017;15;7;60
14/07/2017;16;9;60
14/07/2017;17;10;61
14/07/2017;18;11;65
14/07/2017;19;12;63
14/07/2017;20;12;62
14/07/2017;21;11;66
14/07/2017;22;13;62
14/07/2017;23;16;55
14/07/2017;24;19;51
15/07/2017;1;15;52
15/07/2017;2;12;49
15/07/2017;3;11;48
15/07/2017;4;13;44
15/07/2017;5;18;39
15/07/2017;6;21;32
15/07/2017;7;25;34
15/07/2017;8;20;47
15/07/2017;9;21;51
15/07/2017;10;13;66
15/07/2017;11;11;75
15/07/2017;12;9;86
15/07/2017;13;7;97
15/07/2017;14;9;104
15/07/2017;15;8;99
15/07/2017;16;8;91
15/07/2017;17;10;83
15/07/2017;18;13;84
15/07/2017;19;19;70
15/07/2017;20;22;67
15/07/2017;21;21;57
15/07/2017;22;21;56
15/07/2017;23;21;51
15/07/2017;24;23;49
16/07/2017;1;16;51
16/07/2017;2;17;45
16/07/2017;3;17;44
16/07/2017;4;15;42
16/07/2017;5;18;36
16/07/2017;6;20;35
16/07/2017;7;17;39
16/07/2017;8;16;38
16/07/2017;9;13;45
16/07/2017;10;12;53
16/07/2017;11;10;65
16/07/2017;12;10;68
16/07/2017;13;7;71
16/07/2017;14;7;75
16/07/2017;15;8;66
16/07/2017;16;8;61
16/07/2017;17;8;56
16/07/2017;18;11;53
16/07/2017;19;16;47
16/07/2017;20;17;51
16/07/2017;21;17;45
16/07/2017;22;12;32
16/07/2017;23;12;29
16/07/2017;24;14;22
17/07/2017;1;14;20
17/07/2017;2;12;22
17/07/2017;3;9;25
17/07/2017;4;8;25
17/07/2017;5;13;19
17/07/2017;6;24;13
17/07/2017;7;22;15
17/07/2017;8;22;16
17/07/2017;9;26;16
17/07/2017;10;27;19
17/07/2017;11;24;35
17/07/2017;12;22;48
17/07/2017;13;20;58
17/07/2017;14;18;70
17/07/2017;15;16;75
17/07/2017;16;16;74
17/07/2017;17;19;73
17/07/2017;18;21;67
17/07/2017;19;21;50
17/07/2017;20;20;55
17/07/2017;21;25;54
17/07/2017;22;20;63
17/07/2017;23;15;61
17/07/2017;24;11;62
18/07/2017;1;9;59
18/07/2017;2;10;56
18/07/2017;3;11;51
18/07/2017;4;13;46
18/07/2017;5;23;33
18/07/2017;6;40;20
18/07/2017;7;35;27
18/07/2017;8;31;35
18/07/2017;9;29;48
18/07/2017;10;29;67
18/07/2017;11;19;104
18/07/2017;12;14;104
18/07/2017;13;13;108
18/07/2017;14;14;115
18/07/2017;15;14;119
18/07/2017;16;9;131
18/07/2017;17;10;133
18/07/2017;18;32;114
18/07/2017;19;32;110
18/07/2017;20;37;93
18/07/2017;21;76;52
18/07/2017;22;46;72
18/07/2017;23;30;73
18/07/2017;24;22;74
19/07/2017;1;21;69
19/07/2017;2;19;67
19/07/2017;3;23;64
19/07/2017;4;30;56
19/07/2017;5;43;43
19/07/2017;6;64;27
19/07/2017;7;54;36
19/07/2017;8;52;45
19/07/2017;9;51;n/d
19/07/2017;10;52;n/d
19/07/2017;11;33;n/d
19/07/2017;12;26;n/d
19/07/2017;13;24;n/d
19/07/2017;14;19;n/d
19/07/2017;15;19;n/d
19/07/2017;16;25;n/d
19/07/2017;17;26;n/d
19/07/2017;18;29;n/d
19/07/2017;19;23;n/d
19/07/2017;20;15;n/d
19/07/2017;21;18;n/d
19/07/2017;22;17;n/d
19/07/2017;23;14;n/d
19/07/2017;24;11;n/d
20/07/2017;1;8;n/d
20/07/2017;2;8;n/d
20/07/2017;3;6;n/d
20/07/2017;4;9;n/d
20/07/2017;5;20;n/d
20/07/2017;6;28;n/d
20/07/2017;7;20;n/d
20/07/2017;8;15;30
20/07/2017;9;15;31
20/07/2017;10;13;33
20/07/2017;11;10;36
20/07/2017;12;9;40
20/07/2017;13;10;46
20/07/2017;14;11;47
20/07/2017;15;9;54
20/07/2017;16;11;49
20/07/2017;17;12;44
20/07/2017;18;12;46
20/07/2017;19;15;48
20/07/2017;20;15;49
20/07/2017;21;10;54
20/07/2017;22;11;50
20/07/2017;23;23;37
20/07/2017;24;24;38
21/07/2017;1;39;19
21/07/2017;2;34;22
21/07/2017;3;28;23
21/07/2017;4;30;20
21/07/2017;5;35;15
21/07/2017;6;37;14
21/07/2017;7;30;22
21/07/2017;8;23;32
21/07/2017;9;24;38
21/07/2017;10;15;55
21/07/2017;11;12;63
21/07/2017;12;10;65
21/07/2017;13;10;67
21/07/2017;14;10;70
21/07/2017;15;11;76
21/07/2017;16;12;76
21/07/2017;17;15;72
21/07/2017;18;15;65
21/07/2017;19;15;68
21/07/2017;20;16;64
21/07/2017;21;16;61
21/07/2017;22;28;49
21/07/2017;23;34;46
21/07/2017;24;14;54
22/07/2017;1;10;52
22/07/2017;2;10;51
22/07/2017;3;11;48
22/07/2017;4;17;37
22/07/2017;5;21;32
22/07/2017;6;22;30
22/07/2017;7;15;37
22/07/2017;8;19;29
22/07/2017;9;18;27
22/07/2017;10;14;32
22/07/2017;11;12;38
22/07/2017;12;11;44
22/07/2017;13;9;51
22/07/2017;14;13;44
22/07/2017;15;18;39
22/07/2017;16;19;40
22/07/2017;17;17;43
22/07/2017;18;23;35
22/07/2017;19;32;27
22/07/2017;20;14;42
22/07/2017;21;15;37
22/07/2017;22;37;17
22/07/2017;23;51;9
22/07/2017;24;41;12
23/07/2017;1;21;25
23/07/2017;2;9;37
23/07/2017;3;6;42
23/07/2017;4;6;42
23/07/2017;5;7;39
23/07/2017;6;7;38
23/07/2017;7;7;37
23/07/2017;8;6;40
23/07/2017;9;6;43
23/07/2017;10;5;50
23/07/2017;11;7;53
23/07/2017;12;7;53
23/07/2017;13;7;56
23/07/2017;14;10;53
23/07/2017;15;10;58
23/07/2017;16;11;59
23/07/2017;17;13;55
23/07/2017;18;13;56
23/07/2017;19;15;51
23/07/2017;20;18;45
23/07/2017;21;15;45
23/07/2017;22;18;34
23/07/2017;23;17;31
23/07/2017;24;13;33
24/07/2017;1;11;32
24/07/2017;2;10;30
24/07/2017;3;8;28
24/07/2017;4;10;25
24/07/2017;5;20;18
24/07/2017;6;23;20
24/07/2017;7;25;21
24/07/2017;8;24;25
24/07/2017;9;22;28
24/07/2017;10;20;33
24/07/2017;11;16;44
24/07/2017;12;15;47
24/07/2017;13;17;45
24/07/2017;14;16;56
24/07/2017;15;14;61
24/07/2017;16;14;66
24/07/2017;17;17;59
24/07/2017;18;21;47
24/07/2017;19;19;46
24/07/2017;20;18;44
24/07/2017;21;15;44
24/07/2017;22;16;42
24/07/2017;23;13;45
24/07/2017;24;13;42
25/07/2017;1;10;48
25/07/2017;2;8;46
25/07/2017;3;10;41
25/07/2017;4;12;38
25/07/2017;5;16;34
25/07/2017;6;26;25
25/07/2017;7;33;19
25/07/2017;8;33;22
25/07/2017;9;30;33
25/07/2017;10;29;34
25/07/2017;11;18;51
25/07/2017;12;16;53
25/07/2017;13;16;57
25/07/2017;14;15;63
25/07/2017;15;16;69
25/07/2017;16;15;73
25/07/2017;17;12;76
25/07/2017;18;16;72
25/07/2017;19;17;72
25/07/2017;20;14;68
25/07/2017;21;16;64
25/07/2017;22;22;58
25/07/2017;23;22;53
25/07/2017;24;24;50
26/07/2017;1;21;49
26/07/2017;2;15;51
26/07/2017;3;33;28
26/07/2017;4;40;18
26/07/2017;5;55;7
26/07/2017;6;61;12
26/07/2017;7;62;18
26/07/2017;8;53;30
26/07/2017;9;38;50
26/07/2017;10;20;74
26/07/2017;11;17;73
26/07/2017;12;13;76
26/07/2017;13;13;67
26/07/2017;14;15;52
26/07/2017;15;15;41
26/07/2017;16;20;29
26/07/2017;17;23;23
26/07/2017;18;33;14
26/07/2017;19;37;11
26/07/2017;20;28;16
26/07/2017;21;17;19
26/07/2017;22;14;24
26/07/2017;23;13;26
26/07/2017;24;8;29
27/07/2017;1;7;28
27/07/2017;2;6;26
27/07/2017;3;8;24
27/07/2017;4;10;21
27/07/2017;5;18;12
27/07/2017;6;28;6
27/07/2017;7;31;11
27/07/2017;8;34;13
27/07/2017;9;26;17
27/07/2017;10;26;22
27/07/2017;11;19;30
27/07/2017;12;17;40
27/07/2017;13;18;48
27/07/2017;14;17;53
27/07/2017;15;20;51
27/07/2017;16;20;59
27/07/2017;17;17;62
27/07/2017;18;15;65
27/07/2017;19;15;61
27/07/2017;20;15;59
27/07/2017;21;16;53
27/07/2017;22;25;41
27/07/2017;23;35;30
27/07/2017;24;27;40
28/07/2017;1;23;37
28/07/2017;2;15;43
28/07/2017;3;7;46
28/07/2017;4;9;42
28/07/2017;5;15;33
28/07/2017;6;32;17
28/07/2017;7;37;16
28/07/2017;8;24;25
28/07/2017;9;18;29
28/07/2017;10;13;38
28/07/2017;11;9;50
28/07/2017;12;8;53
28/07/2017;13;9;54
28/07/2017;14;10;53
28/07/2017;15;11;57
28/07/2017;16;14;50
28/07/2017;17;18;49
28/07/2017;18;17;54
28/07/2017;19;15;57
28/07/2017;20;17;53
28/07/2017;21;22;46
28/07/2017;22;27;41
28/07/2017;23;23;43
28/07/2017;24;15;48
29/07/2017;1;10;51
29/07/2017;2;7;51
29/07/2017;3;6;51
29/07/2017;4;8;47
29/07/2017;5;11;42
29/07/2017;6;14;38
29/07/2017;7;13;39
29/07/2017;8;11;44
29/07/2017;9;9;50
29/07/2017;10;9;53
29/07/2017;11;9;57
29/07/2017;12;9;60
29/07/2017;13;9;57
29/07/2017;14;8;63
29/07/2017;15;11;66
29/07/2017;16;12;56
29/07/2017;17;12;57
29/07/2017;18;14;62
29/07/2017;19;13;57
29/07/2017;20;13;52
29/07/2017;21;14;47
29/07/2017;22;12;42
29/07/2017;23;9;47
29/07/2017;24;9;50
30/07/2017;1;6;55
30/07/2017;2;8;48
30/07/2017;3;6;45
30/07/2017;4;7;40
30/07/2017;5;7;39
30/07/2017;6;6;42
30/07/2017;7;4;48
30/07/2017;8;3;56
30/07/2017;9;5;55
30/07/2017;10;4;58
30/07/2017;11;6;61
30/07/2017;12;6;63
30/07/2017;13;6;70
30/07/2017;14;6;72
30/07/2017;15;6;74
30/07/2017;16;7;71
30/07/2017;17;8;69
30/07/2017;18;12;66
30/07/2017;19;12;64
30/07/2017;20;17;55
30/07/2017;21;21;47
30/07/2017;22;19;52
30/07/2017;23;9;58
30/07/2017;24;4;61
31/07/2017;1;4;60
31/07/2017;2;5;57
31/07/2017;3;4;54
31/07/2017;4;8;49
31/07/2017;5;23;32
31/07/2017;6;40;20
31/07/2017;7;40;21
31/07/2017;8;25;37
31/07/2017;9;28;36
31/07/2017;10;26;39
31/07/2017;11;12;51
31/07/2017;12;12;57
31/07/2017;13;11;63
31/07/2017;14;16;60
31/07/2017;15;17;64
31/07/2017;16;15;68
31/07/2017;17;19;66
31/07/2017;18;24;59
31/07/2017;19;29;53
31/07/2017;20;41;39
31/07/2017;21;34;43
31/07/2017;22;38;36
31/07/2017;23;46;25
31/07/2017;24;29;40
01/08/2017;1;51;11
01/08/2017;2;29;33
01/08/2017;3;14;44
01/08/2017;4;12;41
01/08/2017;5;20;31
01/08/2017;6;42;13
01/08/2017;7;45;12
01/08/2017;8;n/d;n/d
01/08/2017;9;63;7
01/08/2017;10;51;23
01/08/2017;11;30;52
01/08/2017;12;35;53
01/08/2017;13;48;43
01/08/2017;14;33;60
01/08/2017;15;24;78
01/08/2017;16;12;94
01/08/2017;17;13;82
01/08/2017;18;14;79
01/08/2017;19;15;76
01/08/2017;20;19;74
01/08/2017;21;18;71
01/08/2017;22;14;57
01/08/2017;23;15;55
01/08/2017;24;16;55
02/08/2017;1;17;57
02/08/2017;2;13;58
02/08/2017;3;18;47
02/08/2017;4;20;45
02/08/2017;5;36;29
02/08/2017;6;58;13
02/08/2017;7;49;21
02/08/2017;8;55;19
02/08/2017;9;42;32
02/08/2017;10;n/d;n/d
02/08/2017;11;n/d;n/d
02/08/2017;12;n/d;n/d
02/08/2017;13;n/d;n/d
02/08/2017;14;12;n/d
02/08/2017;15;16;76
02/08/2017;16;16;81
02/08/2017;17;17;87
02/08/2017;18;21;82
02/08/2017;19;27;75
02/08/2017;20;34;64
02/08/2017;21;55;30
02/08/2017;22;49;36
02/08/2017;23;19;67
02/08/2017;24;11;70
03/08/2017;1;9;70
03/08/2017;2;6;71
03/08/2017;3;8;67
03/08/2017;4;13;56
03/08/2017;5;29;33
03/08/2017;6;32;23
03/08/2017;7;25;23
03/08/2017;8;20;25
03/08/2017;9;18;26
03/08/2017;10;11;51
03/08/2017;11;9;69
03/08/2017;12;9;75
03/08/2017;13;11;78
03/08/2017;14;9;77
03/08/2017;15;11;76
03/08/2017;16;11;75
03/08/2017;17;15;76
03/08/2017;18;16;77
03/08/2017;19;15;72
03/08/2017;20;13;68
03/08/2017;21;10;65
03/08/2017;22;11;64
03/08/2017;23;9;65
03/08/2017;24;6;63
04/08/2017;1;4;63
04/08/2017;2;4;64
04/08/2017;3;4;61
04/08/2017;4;8;57
04/08/2017;5;16;48
04/08/2017;6;21;44
04/08/2017;7;24;44
04/08/2017;8;19;51
04/08/2017;9;14;58
04/08/2017;10;10;66
04/08/2017;11;10;68
04/08/2017;12;7;72
04/08/2017;13;7;73
04/08/2017;14;8;73
04/08/2017;15;9;71
04/08/2017;16;11;63
04/08/2017;17;16;56
04/08/2017;18;15;56
04/08/2017;19;14;58
04/08/2017;20;15;57
04/08/2017;21;11;59
04/08/2017;22;17;48
04/08/2017;23;20;48
04/08/2017;24;9;56
05/08/2017;1;21;33
05/08/2017;2;32;21
05/08/2017;3;20;33
05/08/2017;4;5;48
05/08/2017;5;8;49
05/08/2017;6;10;47
05/08/2017;7;12;44
05/08/2017;8;11;45
05/08/2017;9;9;47
05/08/2017;10;8;55
05/08/2017;11;7;60
05/08/2017;12;6;65
05/08/2017;13;7;66
05/08/2017;14;7;70
05/08/2017;15;8;72
05/08/2017;16;7;75
05/08/2017;17;10;74
05/08/2017;18;10;71
05/08/2017;19;13;68
05/08/2017;20;11;68
05/08/2017;21;13;60
05/08/2017;22;14;54
05/08/2017;23;13;55
05/08/2017;24;11;54
06/08/2017;1;11;51
06/08/2017;2;10;52
06/08/2017;3;10;50
06/08/2017;4;10;48
06/08/2017;5;10;48
06/08/2017;6;12;44
06/08/2017;7;12;49
06/08/2017;8;12;51
06/08/2017;9;8;61
06/08/2017;10;4;69
06/08/2017;11;6;70
06/08/2017;12;7;74
06/08/2017;13;5;80
06/08/2017;14;4;83
06/08/2017;15;4;89
06/08/2017;16;6;95
06/08/2017;17;8;96
06/08/2017;18;12;90
06/08/2017;19;14;83
06/08/2017;20;17;74
06/08/2017;21;19;68
06/08/2017;22;23;60
06/08/2017;23;10;64
06/08/2017;24;8;63
07/08/2017;1;8;59
07/08/2017;2;8;57
07/08/2017;3;9;54
07/08/2017;4;11;52
07/08/2017;5;19;42
07/08/2017;6;37;28
07/08/2017;7;38;38
07/08/2017;8;31;50
07/08/2017;9;20;60
07/08/2017;10;21;63
07/08/2017;11;14;81
07/08/2017;12;7;99
07/08/2017;13;8;105
07/08/2017;14;7;106
07/08/2017;15;7;109
07/08/2017;16;7;107
07/08/2017;17;8;104
07/08/2017;18;11;98
07/08/2017;19;16;86
07/08/2017;20;28;68
07/08/2017;21;45;51
07/08/2017;22;53;36
07/08/2017;23;51;41
07/08/2017;24;18;67
08/08/2017;1;13;69
08/08/2017;2;11;68
08/08/2017;3;11;65
08/08/2017;4;14;58
08/08/2017;5;33;39
08/08/2017;6;63;13
08/08/2017;7;47;20
08/08/2017;8;50;12
08/08/2017;9;48;23
08/08/2017;10;32;39
08/08/2017;11;22;45
08/08/2017;12;23;36
08/08/2017;13;24;35
08/08/2017;14;15;59
08/08/2017;15;13;53
08/08/2017;16;12;49
08/08/2017;17;13;57
08/08/2017;18;12;61
08/08/2017;19;14;58
08/08/2017;20;16;53
08/08/2017;21;16;50
08/08/2017;22;14;52
08/08/2017;23;14;47
08/08/2017;24;16;39
09/08/2017;1;15;36
09/08/2017;2;21;32
09/08/2017;3;21;27
09/08/2017;4;23;23
09/08/2017;5;37;10
09/08/2017;6;41;6
09/08/2017;7;34;11
09/08/2017;8;31;20
09/08/2017;9;26;34
09/08/2017;10;20;46
09/08/2017;11;13;54
09/08/2017;12;16;49
09/08/2017;13;15;56
09/08/2017;14;14;60
09/08/2017;15;24;46
09/08/2017;16;22;45
09/08/2017;17;26;45
09/08/2017;18;29;45
09/08/2017;19;28;44
09/08/2017;20;25;41
09/08/2017;21;28;31
09/08/2017;22;25;31
09/08/2017;23;25;25
09/08/2017;24;23;25
10/08/2017;1;15;27
10/08/2017;2;12;29
10/08/2017;3;11;27
10/08/2017;4;18;20
10/08/2017;5;29;11
10/08/2017;6;32;11
10/08/2017;7;37;11
10/08/2017;8;42;9
10/08/2017;9;35;17
